Pavarde        Vardas         vidurkis            mediana             
Vardas5309     Pavarde5309    4                   3.8                 
Vardas3043     Pavarde3043    4                   4.2                 
Vardas6320     Pavarde6320    4                   4.2                 
Vardas5489     Pavarde5489    4                   4.6                 
Vardas5651     Pavarde5651    4                   3.8                 
Vardas830      Pavarde830     4                   3.4                 
Vardas8745     Pavarde8745    4                   4.2                 
Vardas8226     Pavarde8226    4                   3.8                 
Vardas183      Pavarde183     4                   3.8                 
Vardas7421     Pavarde7421    4                   4.6                 
Vardas3107     Pavarde3107    4                   3.8                 
Vardas2614     Pavarde2614    4                   4.6                 
Vardas8451     Pavarde8451    4                   4.2                 
Vardas542      Pavarde542     4                   4.2                 
Vardas7683     Pavarde7683    4                   4.6                 
Vardas5624     Pavarde5624    4                   4.2                 
Vardas9580     Pavarde9580    4                   4.6                 
Vardas8154     Pavarde8154    4                   3.4                 
Vardas2789     Pavarde2789    4                   3.4                 
Vardas5283     Pavarde5283    4                   5                   
Vardas8439     Pavarde8439    4                   4.2                 
Vardas6521     Pavarde6521    4                   4.2                 
Vardas8696     Pavarde8696    4                   4.2                 
Vardas2048     Pavarde2048    4                   4.4                 
Vardas8852     Pavarde8852    4                   4.4                 
Vardas9006     Pavarde9006    4                   4.4                 
Vardas242      Pavarde242     4                   4.8                 
Vardas1921     Pavarde1921    4                   4.4                 
Vardas8815     Pavarde8815    4                   4.4                 
Vardas9032     Pavarde9032    4                   4                   
Vardas1839     Pavarde1839    4                   3.6                 
Vardas7156     Pavarde7156    4                   3.6                 
Vardas8741     Pavarde8741    4                   4                   
Vardas9077     Pavarde9077    4                   4                   
Vardas1717     Pavarde1717    4                   4                   
Vardas882      Pavarde882     4                   3.6                 
Vardas4162     Pavarde4162    4                   4                   
Vardas4666     Pavarde4666    4                   4                   
Vardas777      Pavarde777     4                   4.8                 
Vardas366      Pavarde366     4                   4                   
Vardas4694     Pavarde4694    4                   4                   
Vardas657      Pavarde657     4                   4                   
Vardas1605     Pavarde1605    4                   4.4                 
Vardas4760     Pavarde4760    4                   4                   
Vardas7345     Pavarde7345    4                   4.4                 
Vardas9130     Pavarde9130    4                   4                   
Vardas7370     Pavarde7370    4                   3.6                 
Vardas8307     Pavarde8307    4                   4                   
Vardas4194     Pavarde4194    4                   3.2                 
Vardas2343     Pavarde2343    4                   3.6                 
Vardas2349     Pavarde2349    4                   4                   
Vardas1406     Pavarde1406    4                   3.2                 
Vardas1401     Pavarde1401    4                   4.4                 
Vardas7519     Pavarde7519    4                   4                   
Vardas2080     Pavarde2080    4                   3.2                 
Vardas6748     Pavarde6748    4                   3.6                 
Vardas3595     Pavarde3595    4                   3.6                 
Vardas3472     Pavarde3472    4                   4.4                 
Vardas3600     Pavarde3600    4                   4.4                 
Vardas746      Pavarde746     4                   3.6                 
Vardas6115     Pavarde6115    4                   4                   
Vardas6196     Pavarde6196    4                   4                   
Vardas7767     Pavarde7767    4                   4.4                 
Vardas9810     Pavarde9810    4                   4                   
Vardas8929     Pavarde8929    4                   4                   
Vardas3205     Pavarde3205    4                   3.6                 
Vardas7846     Pavarde7846    4                   4                   
Vardas6226     Pavarde6226    4                   4.4                 
Vardas3769     Pavarde3769    4                   3.6                 
Vardas7694     Pavarde7694    4                   4.8                 
Vardas9694     Pavarde9694    4                   4.4                 
Vardas6329     Pavarde6329    4                   3.6                 
